time,"I(L6|XSOURCEA)","I(L6|XSOURCEB)","P(B3|XDUT)","P(B1|XLOADCIRCUIT)"
4.585000e-10,-5.256184e-06,2.709529e-06,6.587599e+00,6.846822e+00
4.587500e-10,-5.256124e-06,2.709527e-06,6.587601e+00,6.846823e+00
4.590000e-10,-5.256064e-06,2.709525e-06,6.587603e+00,6.846823e+00
4.592500e-10,-5.256005e-06,2.709523e-06,6.587605e+00,6.846824e+00
4.595000e-10,-5.255945e-06,2.709521e-06,6.587607e+00,6.846825e+00
4.597500e-10,-5.255886e-06,2.709519e-06,6.587608e+00,6.846825e+00
4.600000e-10,-5.255827e-06,2.709516e-06,6.587610e+00,6.846826e+00
4.602500e-10,-5.255768e-06,2.709514e-06,6.587612e+00,6.846827e+00
4.605000e-10,-5.255710e-06,2.709512e-06,6.587614e+00,6.846827e+00
4.607500e-10,-5.255651e-06,2.709510e-06,6.587616e+00,6.846828e+00
4.610000e-10,-5.255593e-06,2.709508e-06,6.587618e+00,6.846829e+00
4.612500e-10,-5.255535e-06,2.709506e-06,6.587619e+00,6.846829e+00
4.615000e-10,-5.255477e-06,2.709504e-06,6.587621e+00,6.846830e+00
4.617500e-10,-5.255420e-06,2.709502e-06,6.587623e+00,6.846830e+00
4.620000e-10,-5.255362e-06,2.709500e-06,6.587625e+00,6.846831e+00
4.622500e-10,-5.255306e-06,2.709498e-06,6.587627e+00,6.846832e+00
4.625000e-10,-5.255249e-06,2.709496e-06,6.587628e+00,6.846832e+00
4.627500e-10,-5.255193e-06,2.709494e-06,6.587630e+00,6.846833e+00
4.630000e-10,-5.255137e-06,2.709492e-06,6.587632e+00,6.846834e+00
4.632500e-10,-5.255081e-06,2.709490e-06,6.587634e+00,6.846834e+00
4.635000e-10,-5.255025e-06,2.709488e-06,6.587635e+00,6.846835e+00
4.637500e-10,-5.254970e-06,2.709486e-06,6.587637e+00,6.846835e+00
4.640000e-10,-5.254915e-06,2.709484e-06,6.587639e+00,6.846836e+00
4.642500e-10,-5.254861e-06,2.709482e-06,6.587641e+00,6.846837e+00
4.645000e-10,-5.254806e-06,2.709480e-06,6.587642e+00,6.846837e+00
4.647500e-10,-5.254752e-06,2.709478e-06,6.587644e+00,6.846838e+00
4.650000e-10,-5.254698e-06,2.709476e-06,6.587646e+00,6.846838e+00
4.652500e-10,-5.254644e-06,2.709474e-06,6.587647e+00,6.846839e+00
4.655000e-10,-5.254590e-06,2.709472e-06,6.587649e+00,6.846840e+00
4.657500e-10,-5.254537e-06,2.709470e-06,6.587651e+00,6.846840e+00
4.660000e-10,-5.254483e-06,2.709468e-06,6.587652e+00,6.846841e+00
4.662500e-10,-5.254430e-06,2.709467e-06,6.587654e+00,6.846841e+00
4.665000e-10,-5.254377e-06,2.709465e-06,6.587656e+00,6.846842e+00
4.667500e-10,-5.254325e-06,2.709463e-06,6.587657e+00,6.846843e+00
4.670000e-10,-5.254272e-06,2.709461e-06,6.587659e+00,6.846843e+00
4.672500e-10,-5.254220e-06,2.709459e-06,6.587661e+00,6.846844e+00
4.675000e-10,-5.254168e-06,2.709457e-06,6.587662e+00,6.846844e+00
4.677500e-10,-5.254117e-06,2.709455e-06,6.587664e+00,6.846845e+00
4.680000e-10,-5.254065e-06,2.709454e-06,6.587665e+00,6.846845e+00
4.682500e-10,-5.254014e-06,2.709452e-06,6.587667e+00,6.846846e+00
4.685000e-10,-5.253963e-06,2.709450e-06,6.587669e+00,6.846847e+00
4.687500e-10,-5.253912e-06,2.709448e-06,6.587670e+00,6.846847e+00
4.690000e-10,-5.253862e-06,2.709446e-06,6.587672e+00,6.846848e+00
4.692500e-10,-5.253812e-06,2.709444e-06,6.587673e+00,6.846848e+00
4.695000e-10,-5.253762e-06,2.709443e-06,6.587675e+00,6.846849e+00
4.697500e-10,-5.253712e-06,2.709441e-06,6.587676e+00,6.846849e+00
4.700000e-10,-5.253663e-06,2.709439e-06,6.587678e+00,6.846850e+00
4.702500e-10,-5.253613e-06,2.709437e-06,6.587680e+00,6.846850e+00
4.705000e-10,-5.253564e-06,2.709436e-06,6.587681e+00,6.846851e+00
4.707500e-10,-5.253515e-06,2.709434e-06,6.587683e+00,6.846852e+00
4.710000e-10,-5.253466e-06,2.709432e-06,6.587684e+00,6.846852e+00
4.712500e-10,-5.253418e-06,2.709430e-06,6.587686e+00,6.846853e+00
4.715000e-10,-5.253369e-06,2.709429e-06,6.587687e+00,6.846853e+00
4.717500e-10,-5.253321e-06,2.709427e-06,6.587689e+00,6.846854e+00
4.720000e-10,-5.253273e-06,2.709425e-06,6.587690e+00,6.846854e+00
4.722500e-10,-5.253225e-06,2.709423e-06,6.587692e+00,6.846855e+00
4.725000e-10,-5.253178e-06,2.709422e-06,6.587693e+00,6.846855e+00
4.727500e-10,-5.253130e-06,2.709420e-06,6.587695e+00,6.846856e+00
4.730000e-10,-5.253083e-06,2.709418e-06,6.587696e+00,6.846856e+00
4.732500e-10,-5.253036e-06,2.709417e-06,6.587698e+00,6.846857e+00
4.735000e-10,-5.252989e-06,2.709415e-06,6.587699e+00,6.846857e+00
4.737500e-10,-5.252943e-06,2.709413e-06,6.587701e+00,6.846858e+00
4.740000e-10,-5.252897e-06,2.709412e-06,6.587702e+00,6.846858e+00
4.742500e-10,-5.252851e-06,2.709410e-06,6.587703e+00,6.846859e+00
4.745000e-10,-5.252805e-06,2.709408e-06,6.587705e+00,6.846859e+00
4.747500e-10,-5.252759e-06,2.709407e-06,6.587706e+00,6.846860e+00
4.750000e-10,-5.252714e-06,2.709405e-06,6.587708e+00,6.846860e+00
4.752500e-10,-5.252668e-06,2.709403e-06,6.587709e+00,6.846861e+00
4.755000e-10,-5.252623e-06,2.709402e-06,6.587711e+00,6.846861e+00
4.757500e-10,-5.252579e-06,2.709400e-06,6.587712e+00,6.846862e+00
4.760000e-10,-5.252534e-06,2.709399e-06,6.587713e+00,6.846862e+00
4.762500e-10,-5.252489e-06,2.709397e-06,6.587715e+00,6.846863e+00
4.765000e-10,-5.252445e-06,2.709395e-06,6.587716e+00,6.846863e+00
4.767500e-10,-5.252401e-06,2.709394e-06,6.587718e+00,6.846864e+00
4.770000e-10,-5.252357e-06,2.709392e-06,6.587719e+00,6.846864e+00
4.772500e-10,-5.252313e-06,2.709391e-06,6.587720e+00,6.846865e+00
4.775000e-10,-5.252269e-06,2.709389e-06,6.587722e+00,6.846865e+00
4.777500e-10,-5.252226e-06,2.709388e-06,6.587723e+00,6.846866e+00
4.780000e-10,-5.252182e-06,2.709386e-06,6.587724e+00,6.846866e+00
4.782500e-10,-5.252139e-06,2.709384e-06,6.587726e+00,6.846867e+00
4.785000e-10,-5.252097e-06,2.709383e-06,6.587727e+00,6.846867e+00
4.787500e-10,-5.252054e-06,2.709381e-06,6.587728e+00,6.846868e+00
4.790000e-10,-5.252012e-06,2.709380e-06,6.587730e+00,6.846868e+00
4.792500e-10,-5.251969e-06,2.709378e-06,6.587731e+00,6.846869e+00
4.795000e-10,-5.251927e-06,2.709377e-06,6.587732e+00,6.846869e+00
4.797500e-10,-5.251885e-06,2.709375e-06,6.587734e+00,6.846870e+00
4.800000e-10,-5.251844e-06,2.709374e-06,6.587735e+00,6.846870e+00
4.802500e-10,-5.251802e-06,2.709372e-06,6.587736e+00,6.846871e+00
4.805000e-10,-5.251761e-06,2.709371e-06,6.587738e+00,6.846871e+00
4.807500e-10,-5.251720e-06,2.709369e-06,6.587739e+00,6.846871e+00
4.810000e-10,-5.251679e-06,2.709368e-06,6.587740e+00,6.846872e+00
4.812500e-10,-5.251638e-06,2.709366e-06,6.587741e+00,6.846872e+00
4.815000e-10,-5.251597e-06,2.709365e-06,6.587743e+00,6.846873e+00
4.817500e-10,-5.251557e-06,2.709364e-06,6.587744e+00,6.846873e+00
4.820000e-10,-5.251516e-06,2.709362e-06,6.587745e+00,6.846874e+00
4.822500e-10,-5.251476e-06,2.709361e-06,6.587746e+00,6.846874e+00
4.825000e-10,-5.251436e-06,2.709359e-06,6.587748e+00,6.846875e+00
4.827500e-10,-5.251396e-06,2.709358e-06,6.587749e+00,6.846875e+00
4.830000e-10,-5.251357e-06,2.709356e-06,6.587750e+00,6.846875e+00
4.832500e-10,-5.251317e-06,2.709355e-06,6.587751e+00,6.846876e+00
4.835000e-10,-5.251278e-06,2.709354e-06,6.587753e+00,6.846876e+00
4.837500e-10,-5.251239e-06,2.709352e-06,6.587754e+00,6.846877e+00
4.840000e-10,-5.251200e-06,2.709351e-06,6.587755e+00,6.846877e+00
4.842500e-10,-5.251161e-06,2.709349e-06,6.587756e+00,6.846878e+00
4.845000e-10,-5.251122e-06,2.709348e-06,6.587757e+00,6.846878e+00
4.847500e-10,-5.251084e-06,2.709347e-06,6.587759e+00,6.846879e+00
4.850000e-10,-5.251046e-06,2.709345e-06,6.587760e+00,6.846879e+00
4.852500e-10,-5.251008e-06,2.709344e-06,6.587761e+00,6.846879e+00
4.855000e-10,-5.250970e-06,2.709342e-06,6.587762e+00,6.846880e+00
4.857500e-10,-5.250932e-06,2.709341e-06,6.587763e+00,6.846880e+00
4.860000e-10,-5.250894e-06,2.709340e-06,6.587765e+00,6.846881e+00
4.862500e-10,-5.250857e-06,2.709338e-06,6.587766e+00,6.846881e+00
4.865000e-10,-5.250820e-06,2.709337e-06,6.587767e+00,6.846881e+00
4.867500e-10,-5.250782e-06,2.709336e-06,6.587768e+00,6.846882e+00
4.870000e-10,-5.250745e-06,2.709334e-06,6.587769e+00,6.846882e+00
4.872500e-10,-5.250709e-06,2.709333e-06,6.587770e+00,6.846883e+00
4.875000e-10,-5.250672e-06,2.709332e-06,6.587772e+00,6.846883e+00
4.877500e-10,-5.250635e-06,2.709330e-06,6.587773e+00,6.846883e+00
4.880000e-10,-5.250599e-06,2.709329e-06,6.587774e+00,6.846884e+00
4.882500e-10,-5.250563e-06,2.709328e-06,6.587775e+00,6.846884e+00
4.885000e-10,-5.250527e-06,2.709327e-06,6.587776e+00,6.846885e+00
4.887500e-10,-5.250491e-06,2.709325e-06,6.587777e+00,6.846885e+00
4.890000e-10,-5.250455e-06,2.709324e-06,6.587778e+00,6.846885e+00
4.892500e-10,-5.250419e-06,2.709323e-06,6.587779e+00,6.846886e+00
4.895000e-10,-5.250384e-06,2.709321e-06,6.587781e+00,6.846886e+00
4.897500e-10,-5.250349e-06,2.709320e-06,6.587782e+00,6.846887e+00
4.900000e-10,-5.250314e-06,2.709319e-06,6.587783e+00,6.846887e+00
4.902500e-10,-5.250279e-06,2.709318e-06,6.587784e+00,6.846887e+00
4.905000e-10,-5.250244e-06,2.709316e-06,6.587785e+00,6.846888e+00
4.907500e-10,-5.250209e-06,2.709315e-06,6.587786e+00,6.846888e+00
4.910000e-10,-5.250175e-06,2.709314e-06,6.587787e+00,6.846889e+00
4.912500e-10,-5.250140e-06,2.709313e-06,6.587788e+00,6.846889e+00
4.915000e-10,-5.250106e-06,2.709311e-06,6.587789e+00,6.846889e+00
4.917500e-10,-5.250072e-06,2.709310e-06,6.587790e+00,6.846890e+00
4.920000e-10,-5.250038e-06,2.709309e-06,6.587791e+00,6.846890e+00
4.922500e-10,-5.250004e-06,2.709308e-06,6.587792e+00,6.846890e+00
4.925000e-10,-5.249971e-06,2.709307e-06,6.587794e+00,6.846891e+00
4.927500e-10,-5.249937e-06,2.709305e-06,6.587795e+00,6.846891e+00
4.930000e-10,-5.249904e-06,2.709304e-06,6.587796e+00,6.846892e+00
4.932500e-10,-5.249871e-06,2.709303e-06,6.587797e+00,6.846892e+00
4.935000e-10,-5.249838e-06,2.709302e-06,6.587798e+00,6.846892e+00
4.937500e-10,-5.249805e-06,2.709301e-06,6.587799e+00,6.846893e+00
4.940000e-10,-5.249772e-06,2.709299e-06,6.587800e+00,6.846893e+00
4.942500e-10,-5.249739e-06,2.709298e-06,6.587801e+00,6.846893e+00
4.945000e-10,-5.249707e-06,2.709297e-06,6.587802e+00,6.846894e+00
4.947500e-10,-5.249674e-06,2.709296e-06,6.587803e+00,6.846894e+00
4.950000e-10,-5.249642e-06,2.709295e-06,6.587804e+00,6.846895e+00
4.952500e-10,-5.249610e-06,2.709294e-06,6.587805e+00,6.846895e+00
4.955000e-10,-5.249578e-06,2.709292e-06,6.587806e+00,6.846895e+00
4.957500e-10,-5.249546e-06,2.709291e-06,6.587807e+00,6.846896e+00
4.960000e-10,-5.249515e-06,2.709290e-06,6.587808e+00,6.846896e+00
4.962500e-10,-5.249483e-06,2.709289e-06,6.587809e+00,6.846896e+00
4.965000e-10,-5.249452e-06,2.709288e-06,6.587810e+00,6.846897e+00
4.967500e-10,-5.249420e-06,2.709287e-06,6.587811e+00,6.846897e+00
4.970000e-10,-5.249389e-06,2.709286e-06,6.587812e+00,6.846897e+00
4.972500e-10,-5.249358e-06,2.709284e-06,6.587813e+00,6.846898e+00
4.975000e-10,-5.249327e-06,2.709283e-06,6.587814e+00,6.846898e+00
4.977500e-10,-5.249297e-06,2.709282e-06,6.587815e+00,6.846898e+00
4.980000e-10,-5.249266e-06,2.709281e-06,6.587816e+00,6.846899e+00
4.982500e-10,-5.249235e-06,2.709280e-06,6.587817e+00,6.846899e+00
4.985000e-10,-5.249205e-06,2.709279e-06,6.587817e+00,6.846899e+00
4.987500e-10,-5.249175e-06,2.709278e-06,6.587818e+00,6.846900e+00
4.990000e-10,-5.249145e-06,2.709277e-06,6.587819e+00,6.846900e+00
4.992500e-10,-5.249115e-06,2.709276e-06,6.587820e+00,6.846900e+00
4.995000e-10,-5.249085e-06,2.709275e-06,6.587821e+00,6.846901e+00
4.997500e-10,-5.249055e-06,2.709274e-06,6.587822e+00,6.846901e+00
